iter	Passed	Remaining
756	7277	2336
757	7286	2326
758	7295	2316
759	7304	2306
760	7313	2296
761	7323	2287
762	7332	2277
763	7342	2268
764	7352	2258
765	7361	2248
766	7370	2239
767	7379	2229
768	7389	2219
769	7399	2210
770	7408	2200
771	7417	2190
772	7426	2181
773	7436	2171
774	7445	2161
775	7455	2151
776	7464	2142
777	7473	2132
778	7483	2122
779	7491	2113
780	7501	2103
781	7510	2093
782	7519	2083
783	7527	2073
784	7537	2064
785	7546	2054
786	7555	2044
787	7564	2035
788	7574	2025
789	7583	2015
790	7592	2006
791	7601	1996
792	7610	1986
793	7620	1977
794	7629	1967
795	7639	1957
796	7648	1948
797	7658	1938
798	7667	1928
799	7676	1919
800	7686	1909
801	7695	1899
802	7704	1890
803	7713	1880
804	7722	1870
805	7731	1861
806	7740	1851
807	7750	1841
808	7759	1831
809	7768	1822
810	7777	1812
811	7786	1802
812	7796	1793
813	7805	1783
814	7814	1773
815	7823	1764
816	7833	1754
817	7842	1744
818	7851	1735
819	7860	1725
820	7869	1715
821	7879	1706
822	7888	1696
823	7899	1687
824	7908	1677
825	7918	1668
826	7945	1662
827	7954	1652
828	7964	1642
829	7974	1633
830	7984	1623
831	7994	1614
832	8003	1604
833	8013	1594
834	8022	1585
835	8032	1575
836	8042	1566
837	8051	1556
838	8061	1546
839	8070	1537
840	8079	1527
841	8089	1518
842	8099	1508
843	8108	1498
844	8118	1489
845	8128	1479
846	8138	1470
847	8147	1460
848	8156	1450
849	8166	1441
850	8175	1431
851	8184	1421
852	8193	1412
853	8202	1402
854	8212	1392
855	8221	1383
856	8231	1373
857	8240	1363
858	8250	1354
859	8259	1344
860	8269	1335
861	8278	1325
862	8287	1315
863	8297	1306
864	8306	1296
865	8316	1286
866	8325	1277
867	8335	1267
868	8344	1257
869	8353	1248
870	8363	1238
871	8372	1229
872	8382	1219
873	8392	1209
874	8401	1200
875	8411	1190
876	8420	1180
877	8429	1171
878	8438	1161
879	8447	1151
880	8456	1142
881	8465	1132
882	8475	1122
883	8484	1113
884	8493	1103
885	8502	1094
886	8511	1084
887	8521	1074
888	8530	1065
889	8539	1055
890	8549	1045
891	8558	1036
892	8567	1026
893	8576	1016
894	8585	1007
895	8594	997
896	8604	987
897	8613	978
898	8622	968
899	8632	959
900	8641	949
901	8650	939
902	8660	930
903	8670	920
904	8679	911
905	8688	901
906	8697	891
907	8706	882
908	8716	872
909	8725	862
910	8735	853
911	8744	843
912	8754	834
913	8763	824
914	8772	814
915	8781	805
916	8790	795
917	8800	786
918	8810	776
919	8819	766
920	8829	757
921	8838	747
922	8848	738
923	8857	728
924	8866	718
925	8875	709
926	8884	699
927	8894	690
928	8903	680
929	8912	670
930	8922	661
931	8931	651
932	8941	642
933	8950	632
934	8959	622
935	8969	613
936	8978	603
937	8987	594
938	8998	584
939	9006	574
940	9016	565
941	9025	555
942	9034	546
943	9043	536
944	9052	526
945	9061	517
946	9070	507
947	9079	498
948	9088	488
949	9098	478
950	9107	469
951	9117	459
952	9127	450
953	9136	440
954	9145	430
955	9155	421
956	9164	411
957	9173	402
958	9182	392
959	9192	383
960	9200	373
961	9210	363
962	9219	354
963	9228	344
964	9238	335
965	9247	325
966	9257	315
967	9266	306
968	9276	296
969	9285	287
970	9295	277
971	9304	268
972	9314	258
973	9323	248
974	9333	239
975	9342	229
976	9351	220
977	9360	210
978	9369	200
979	9378	191
980	9388	181
981	9397	172
982	9406	162
983	9415	153
984	9424	143
985	9433	133
986	9443	124
987	9452	114
988	9461	105
989	9471	95
990	9480	86
991	9490	76
992	9499	66
993	9508	57
994	9517	47
995	9527	38
996	9536	28
997	9546	19
998	9556	9
999	9565	0
